sales,quantity,profit,label
35.44,1,16.6568,2
11.52,4,3.4560000000000004,2
4.02,2,1.9698,2
76.176,3,26.6616,2
65.88,6,18.4464,2
43.12,14,20.6976,2
82.8,2,10.35,2
8.82,3,2.3814,2
10.86,3,5.1042,2
143.7,3,68.976,2
839.43,3,218.2518,1
671.93,7,20.1579,1
93.88799999999999,4,12.9096,2
384.45,11,103.8015,2
149.97,3,5.9988,2
1951.84,8,585.552,1
171.55,5,80.6285,2
157.92,5,17.766,2
203.18400000000003,2,15.2388,2
58.38,7,26.271,2
105.52,4,48.5392,2
80.88,6,21.0288,2
6.63,3,1.7901,2
457.56800000000004,2,51.4764,2
14.62,2,6.8714,2
944.93,7,236.2325,1
5.98,1,2.6910000000000003,2
54.38399999999999,2,1.3596,2
28.4,5,13.347999999999999,2
27.68,2,9.687999999999999,2
9.936,3,2.7324,2
8159.951999999999,8,-1359.9920000000002,0
275.928,3,-58.6347,2
1740.06,9,-24.858,1
32.064,6,6.8136,2
177.98,5,-453.849,2
143.976,3,8.9985,2
20.94,3,9.8418,2
110.96,2,53.2608,2
340.144,7,21.259,2
52.448,2,-131.12,2
20.16,4,6.5520000000000005,2
97.264,4,-243.16,2
396.80199999999996,7,-11.3372,2
15.88,5,-3.7715,2
3.28,1,1.4104,2
24.816,2,1.8612,2
408.744,7,76.6395,2
503.96,4,131.0296,2
149.95,5,41.986000000000004,2
29.0,2,7.25,2
7.16,2,3.4368,2
176.8,8,22.984,2
37.224000000000004,3,3.7224,2
20.016,3,6.255,2
899.1360000000001,4,112.39200000000001,1
71.76,6,20.0928,2
51.84,8,24.8832,2
626.352,3,46.9764,1
19.9,5,6.567,2
14.28,7,6.7116,2
7.4079999999999995,2,1.2038,2
6.047999999999999,3,1.5876,2
46.26,3,12.0276,2
2.946,2,-2.2586,2
16.055999999999997,3,5.8203,2
21.744,3,6.795,2
218.75,2,-161.875,2
2.6,1,0.2925,2
66.28399999999999,2,-178.9668,2
35.168,7,9.6712,2
444.76800000000003,4,44.4768,2
83.92,4,5.8744,2
131.98,2,35.6346,2
15.92,4,7.4824,2
52.29,9,16.2099,2
91.99,1,3.6796,2
20.8,2,6.5,2
23.68,2,8.88,2
452.45,5,-244.32299999999998,2
62.982,3,-14.6958,2
1188.0,9,-950.4,1
89.584,2,4.4792,2
93.06,6,26.0568,2
302.376,3,22.6782,2
5.584,2,1.8148,2
22.704,6,8.2302,2
19.776,4,-13.8432,2
72.704,4,19.0848,2
479.98800000000006,4,-383.9904,2
27.168000000000003,2,2.7168,2
2.2,1,0.968,2
622.45,5,136.939,1
21.98,1,0.2198,2
161.56799999999998,2,-28.2744,2
389.69599999999997,8,43.8408,2
18.648,7,-12.432,2
233.86,2,-102.04799999999999,2
620.6145,3,-248.2458,1
5.327999999999999,2,-3.552,2
258.072,3,0.0,2
617.976,3,-7.7247,1
10.56,2,4.752,2
25.92,5,9.396,2
419.68,5,-356.728,2
11.687999999999999,3,-4.6752,2
31.984,2,11.1944,2
177.225,5,-120.51299999999999,2
4.044,3,-2.8308,2
7.4079999999999995,2,1.2038,2
2001.86,7,580.5394,1
166.72,2,41.68,2
47.88,6,23.94,2
1503.25,5,496.0725,1
25.92,4,12.4416,2
321.568,2,28.1372,2
7.61,1,3.5767,2
3347.37,13,636.0003,0
80.58,6,22.5624,2
361.92,4,162.864,2
12.132,9,-8.4924,2
82.368,2,-19.5624,2
53.92,5,4.044,2
647.904,6,56.6916,1
20.37,3,6.9258,2
221.55,3,6.6465,2
17.52,5,6.132000000000001,2
1.624,2,-4.466,2
3059.982,3,-509.99699999999996,0
2519.958,7,-251.9958,1
328.224,4,28.7196,2
79.9,2,35.156,2
14.015999999999998,3,4.7304,2
7.56,6,0.3024,2
37.208,1,-7.4416,2
57.576,3,21.590999999999998,2
725.84,4,210.4936,1
209.93,7,92.3692,2
5.28,3,2.3232,2
10.92,3,4.095,2
8.82,2,4.0572,2
5.98,1,1.5548,2
11.648,2,4.0768,2
18.176,4,5.9072,2
59.711999999999996,6,5.9712,2
24.84,3,8.693999999999999,2
2.08,5,-3.432,2
1114.4,7,376.11,1
1038.84,5,51.942,1
141.76,5,47.843999999999994,2
239.8,5,47.96,2
31.104,6,10.8864,2
254.058,7,-169.372,2
194.528,2,24.316,2
961.48,5,-204.3145,1
19.096,7,6.6836,2
18.496,8,6.2424,2
255.984,2,54.3966,2
86.97,3,-48.7032,2
300.416,8,78.8592,2
230.352,3,20.1558,2
218.352,3,-24.5646,2
78.6,5,-62.88,2
27.552,3,9.2988,2
32.4,5,15.552,2
1082.48,8,10.8248,1
56.91,3,27.3168,2
77.6,4,38.024,2
14.28,1,6.5688,2
219.075,3,-131.445,2
26.8,2,12.864,2
9.84,3,2.8536,2
45.48,3,20.9208,2
289.2,6,83.868,2
4.89,1,2.0049,2
15.136,4,3.5948,2
466.76800000000003,2,52.5114,2
15.232000000000001,1,1.7136,2
6.263999999999999,3,2.0358,2
87.54,3,37.6422,2
178.38400000000001,2,22.298000000000002,2
15.552,3,5.4432,2
99.13600000000001,4,8.6744,2
135.882,1,24.1568,2
3991.98,2,1995.99,0
275.94,6,80.0226,2
360.0,4,129.6,2
43.57,1,13.071,2
7.16,2,3.58,2
251.52,6,81.744,2
99.99,1,34.9965,2
15.992,1,0.9995,2
290.89799999999997,3,-67.8762,2
54.224,2,3.389,2
786.7439999999999,4,-258.5016,1
100.24,10,33.830999999999996,2
37.764,6,-27.6936,2
82.8,2,-20.7,2
20.724,2,-13.815999999999999,2
4.896,3,-3.4272,2
4.752,1,1.6038,2
959.9839999999999,2,335.9944,1
14.368,4,4.49,2
7.712000000000001,2,2.7956,2
698.352,3,-17.4588,1
4.96,4,2.3312,2
17.855999999999998,4,1.1159999999999999,2
509.97,10,-407.976,2
30.991999999999997,13,10.0724,2
71.928,12,8.3916,2
88.8,4,-2.22,2
47.976000000000006,3,4.7976,2
7.56,3,3.0996,2
24.56,2,11.5432,2
12.96,2,4.1472,2
6.79,1,2.3086,2
24.56,2,11.5432,2
3.048,1,1.0668,2
49.12,4,23.0864,2
4355.168,4,1415.4296,0
388.704,6,-4.8588,2
8.26,2,3.7996,2
17.04,4,6.9864,2
34.4,5,15.824000000000002,2
36.24,5,11.325,2
647.84,8,168.4384,1
20.7,2,9.936,2
20.7,2,9.936,2
488.64599999999996,3,86.8704,2
5.56,2,1.4456,2
47.12,8,20.7328,2
211.96,4,8.4784,2
23.2,4,10.44,2
7.36,2,0.1472,2
104.79,7,29.3412,2
1043.92,4,271.4192,1
25.92,5,9.396,2
53.424,3,4.6746,2
8.16,5,-5.712000000000001,2
1023.936,8,179.1888,1
9.24,1,0.924,2
479.04,10,-29.94,2
99.13600000000001,4,30.98,2
1488.424,7,-297.6848,1
8.652000000000001,3,-20.3322,2
23.831999999999997,3,2.6811,2
12.175999999999998,4,-18.8728,2
50.96,7,25.48,2
49.536,3,17.3376,2
41.9,2,8.799,2
375.4575,3,-157.0095,2
83.976,3,-1.0497,2
482.34,4,-337.63800000000003,2
2.96,1,0.777,2
2.6239999999999997,1,0.4264,2
23.36,4,7.8839999999999995,2
39.98,2,13.5932,2
246.38400000000001,2,27.7182,2
1799.97,3,701.9883,1
12.462,3,-20.5623,2
75.792,3,25.5798,2
49.96,2,9.4924,2
12.96,2,6.2208,2
70.12,4,21.035999999999998,2
35.952,3,3.5952,2
2396.2656,4,-317.1528,1
131.136,4,-32.784,2
57.583999999999996,2,0.7198,2
9.568,2,3.4684,2
39.071999999999996,6,9.767999999999999,2
35.91,3,9.6957,2
179.95,5,37.7895,2
1199.976,3,434.9913,1
27.15,5,13.3035,2
1004.0239999999999,7,-112.9527,1
9.68,1,4.6464,2
28.35,9,13.607999999999999,2
55.98,1,27.4302,2
1336.829,13,31.4548,1
113.568,2,-18.4548,2
139.86,7,65.7342,2
307.13599999999997,4,26.8744,2
95.92,8,25.8984,2
383.8,5,38.38,2
5.78,1,2.8322,2
9.32,4,2.7028,2
15.25,1,7.015,2
196.752,6,56.5662,2
56.56,4,14.7056,2
32.7,3,8.502,2
866.4,4,225.264,1
28.4,2,11.075999999999999,2
287.92,8,138.2016,2
69.99,1,30.0957,2
6.672000000000001,6,0.5004,2
189.588,2,-145.3508,2
408.744,7,76.6395,2
291.96,5,54.7425,2
4.768,2,-0.7748,2
714.3,5,207.14700000000002,1
4.812,2,-3.6892,2
247.8,5,-18.585,2
1007.9789999999999,3,43.1991,1
313.488,7,113.6394,2
31.872,8,11.5536,2
207.84599999999998,3,2.3094,2
12.22,1,3.6660000000000004,2
194.94,3,23.3928,2
70.95,3,20.5755,2
91.36,4,42.0256,2
242.94,3,29.1528,2
22.05,7,10.584000000000001,2
2.91,1,1.3677,2
59.52,3,15.4752,2
161.94,3,9.7164,2
263.88,6,71.2476,2
30.48,3,7.9248,2
9.84,3,2.8536,2
35.12,4,9.1312,2
284.36400000000003,2,-75.8304,2
665.408,2,66.5408,1
63.88,4,24.9132,2
129.56799999999998,2,-24.294,2
747.558,3,-96.1146,1
8.927999999999999,2,3.3480000000000003,2
103.92,4,36.372,2
899.91,9,377.9622,1
51.312,3,18.6006,2
23.56,5,7.068,2
1272.63,6,-814.4832,1
28.485,5,-20.889,2
185.37599999999998,2,-34.758,2
78.27199999999999,2,5.8704,2
254.74400000000003,7,-312.0614,2
205.3328,2,-36.2352,2
4.788,3,-7.9002,2
55.48,1,26.6304,2
340.92,3,3.4092,2
222.666,2,10.4784,2
703.9680000000001,4,87.99600000000001,1
92.52,6,24.9804,2
62.65,7,28.819000000000003,2
94.85,5,45.528,2
95.76,6,7.182,2
40.2,3,19.296,2
14.7,5,6.615,2
704.25,5,84.51,1
9.09,3,1.9089,2
5.96,2,1.6688,2
159.98,2,57.5928,2
29.6,2,14.8,2
514.165,5,-30.245,2
279.96,5,17.4975,2
2735.952,6,341.994,0
7.992000000000001,1,0.5994,2
63.983999999999995,2,10.3974,2
70.368,2,6.1572,2
449.15,5,8.982999999999999,2
11.07,3,5.0922,2
93.98,2,13.1572,2
189.882,3,-94.941,2
105.42,2,51.6558,2
119.616,8,40.3704,2
255.76,4,81.8432,2
241.56799999999998,2,18.1176,2
69.3,9,22.869,2
22.62,2,-15.08,2
14.952,2,-11.9616,2
801.568,2,50.098,1
2.376,3,-1.9008,2
32.792,1,11.8871,2
15.92,5,5.372999999999999,2
2.74,1,0.7398,2
8.34,3,2.1684,2
46.74,3,11.685,2
6354.95,5,3177.475,0
126.3,3,40.416,2
38.04,2,12.1728,2
7.152,3,0.7152,2
6.63,3,1.7901,2
5.88,2,1.7052,2
2999.95,5,1379.977,0
51.45,3,13.8915,2
11.96,2,5.382000000000001,2
1126.02,3,56.301,1
18.392,1,5.2877,2
129.56799999999998,2,-25.9136,2
14.112,9,-21.168000000000003,2
210.98,2,21.098000000000003,2
55.176,3,-12.4146,2
66.26,2,27.1666,2
22.2,5,10.434000000000001,2
683.952,3,42.747,1
45.696000000000005,3,5.1408,2
36.336,3,-7.2672,2
666.248,1,-149.9058,1
52.512,6,19.692,2
190.72,1,11.92,2
47.94,3,2.397,2
979.95,5,274.38599999999997,1
22.75,5,11.375,2
16.768,2,1.4672,2
42.61600000000001,7,-68.1856,2
10.752,4,3.36,2
152.94,3,41.2938,2
283.92,4,70.98,2
468.9,6,206.31599999999997,2
380.86400000000003,8,38.0864,2
646.776,9,-145.5246,1
58.111999999999995,2,7.263999999999999,2
100.792,1,6.2995,2
66.112,4,-84.2928,2
41.28,6,13.932,2
13.36,2,6.4128,2
250.27200000000002,9,15.642000000000001,2
11.364,3,-17.046,2
8.72,5,-1.744,2
1121.568,2,0.0,1
34.504,1,6.0382,2
10.824000000000002,3,2.5707,2
1295.78,2,310.9872,1
19.456,4,3.4048,2
20.7,2,9.936,2
1335.68,4,-217.048,1
32.4,5,15.552,2
42.6,3,16.614,2
84.056,7,27.3182,2
13.0,5,1.3,2
13.128,3,3.7743,2
3.96,2,0.0,2
2.61,1,1.2006,2
374.376,3,46.797,2
91.84,8,45.0016,2
81.08800000000001,7,27.3672,2
19.44,3,9.3312,2
451.152,3,0.0,2
72.45,7,34.775999999999996,2
13.96,4,6.4216,2
33.264,7,11.2266,2
14.85,3,4.0095,2
8.82,3,2.3814,2
160.72,14,78.7528,2
19.92,4,9.7608,2
7.3,2,2.19,2
69.712,2,8.714,2
8.792,1,-5.7148,2
51.52,4,1.5456,2
470.376,3,52.9173,2
105.584,2,9.2386,2
31.151999999999997,3,3.5046,2
6.7829999999999995,7,-4.7481,2
406.36800000000005,4,30.4776,2
70.98,1,4.9686,2
294.93,3,144.5157,2
84.78399999999999,2,-20.1362,2
20.736,4,7.2576,2
16.820999999999998,3,-12.8961,2
10.368,2,3.6288,2
9.344,2,1.168,2
31.2,3,9.75,2
76.12,2,22.0748,2
1199.976,3,434.9913,1
445.96,5,55.745,2
327.76,8,91.7728,2
11.632,2,1.0178,2
143.982,3,-28.7964,2
494.376,4,-115.3544,2
5.84,2,0.73,2
142.776,1,17.847,2
45.696000000000005,3,5.1408,2
7.218,3,-5.5338,2
43.188,4,-31.6712,2
131.904,3,47.8152,2
3.282,2,-2.6256,2
21.168000000000003,9,2.3814,2
55.188,2,-10.1178,2
369.57599999999996,3,41.5773,2
15.712,4,5.6956,2
8.448,2,2.64,2
728.946,9,-157.9383,1
119.94,10,15.992,2
3.648,2,-2.7968,2
40.48,2,15.7872,2
9.94,2,3.0814,2
107.42399999999999,9,33.57,2
37.91,1,10.9939,2
88.02,3,27.2862,2
8.69,5,-14.773,2
301.96,2,87.5684,2
555.21,5,178.90099999999998,1
523.48,4,130.87,2
161.82,9,46.9278,2
35.56,7,12.0904,2
97.16,2,28.1764,2
15.24,5,5.1435,2
13.23,3,6.0858,2
243.38400000000001,3,-51.7191,2
119.8,5,29.95,2
300.768,4,30.0768,2
17.88,3,2.4585,2
235.94400000000002,3,85.5297,2
392.94,3,43.2234,2
18.882,3,-13.8468,2
122.32799999999999,3,12.2328,2
1049.2,5,272.79200000000003,1
15.424000000000001,4,5.0128,2
18.84,3,6.0288,2
330.4,2,85.904,2
26.25,7,12.6,2
132.52,4,54.3332,2
6.48,1,3.1752,2
209.3,2,56.511,2
31.56,5,9.8625,2
30.144000000000002,2,3.0144,2
14.8,4,6.068,2
302.376,3,22.6782,2
316.0,4,31.6,2
379.4,10,178.31799999999998,2
97.82,2,45.9754,2
103.12,8,10.312000000000001,2
113.552,2,8.5164,2
3.318,2,-2.6544,2
134.28799999999998,2,45.3222,2
701.372,2,-50.098,1
2.3080000000000003,2,-3.4619999999999997,2
999.432,7,124.929,1
724.08,14,-135.765,1
918.785,5,-118.1295,1
2.7239999999999998,3,-4.2222,2
459.95,5,18.398,2
10.74,3,5.2626,2
23.76,3,2.079,2
85.056,3,28.7064,2
381.57599999999996,3,28.6182,2
30.36,5,8.7285,2
23.976,3,-14.3856,2
108.925,1,-71.8905,2
36.352,8,11.36,2
19.56,5,1.7115,2
61.44,3,16.5888,2
38.9,5,17.505,2
99.39,3,40.7499,2
2.688,3,-7.392,2
27.816,3,4.5201,2
82.524,3,-41.262,2
182.99400000000003,3,-320.2395,2
14.352,3,4.6644,2
64.96,2,2.5984,2
68.6,4,18.522000000000002,2
7999.98,4,-3839.9904,0
167.44,2,14.651,2
479.97,3,163.1898,2
14.62,2,6.8714,2
19.44,3,9.3312,2
191.984,2,4.7996,2
104.01,1,14.5614,2
284.82,1,74.0532,2
36.84,3,10.3152,2
166.24,1,24.936,2
33.4,5,16.032,2
198.27200000000002,8,17.3488,2
47.36,4,17.76,2
200.984,7,62.8075,2
97.696,4,31.7512,2
2.696,1,0.8088,2
18.588,2,-13.6312,2
4.896,3,-3.4272,2
15.072000000000001,3,4.1448,2
209.88,3,35.6796,2
369.912,3,-13.8717,2
10.368,2,3.6288,2
166.84,5,18.7695,2
15.216,1,2.2824,2
119.96,4,52.7824,2
883.92,5,-110.49,1
46.72,8,15.767999999999999,2
55.48,1,26.6304,2
24.448,4,8.8624,2
281.34,6,109.7226,2
307.98,2,89.3142,2
299.97,3,113.9886,2
19.92,5,6.972,2
9.94,2,3.0814,2
103.056,3,24.4758,2
59.808,3,19.4376,2
73.32,6,21.996,2
146.82,3,73.41,2
1652.94,3,231.4116,1
296.37,3,80.0199,2
129.92,5,21.112,2
45.583999999999996,7,5.1282,2
17.567999999999998,2,6.3684,2
55.992,1,5.5992,2
182.72,8,84.0512,2
400.032,2,-153.3456,2
33.63,3,10.089,2
542.646,3,102.4998,2
6.3,2,3.0239999999999996,2
242.94,3,9.7176,2
179.97,3,86.3856,2
99.696,6,33.6474,2
27.936,4,9.4284,2
84.98,1,18.6956,2
18.72,5,6.5520000000000005,2
49.98,2,8.4966,2
11.784,3,4.2717,2
272.736,3,-64.7748,2
3.54,2,-5.487,2
51.52,5,-10.948,2
3.528,1,1.1466,2
4.624,1,1.6762,2
55.168,4,6.2064,2
567.12,10,-28.355999999999998,2
359.32,4,7.1864,2
11.992,1,0.8994,2
58.05,3,26.703000000000003,2
157.74,11,56.7864,2
56.98,7,22.791999999999998,2
2.88,1,1.4112,2
1199.976,3,374.9925,1
79.92,4,28.7712,2
383.43800000000005,4,-167.3184,2
24.56,2,6.8768,2
119.8,4,47.92,2
13.128,3,4.2666,2
22.72,4,10.224,2
58.32,9,27.9936,2
12.39,3,5.6994,2
107.98200000000001,3,-26.9955,2
11.36,2,5.3392,2
50.94,3,25.47,2
646.74,6,258.69599999999997,1
5.64,3,2.7072,2
572.58,6,34.3548,1
310.88,2,23.316,2
641.96,2,179.7488,1
18.28,2,9.14,2
207.0,3,51.75,2
32.35,5,16.175,2
7.71,1,3.4695,2
40.3,2,10.880999999999998,2
34.58,7,14.5236,2
32.76,7,3.6855,2
544.008,3,40.8006,2
59.94,3,28.1718,2
23.92,4,11.7208,2
4.28,1,1.926,2
32.07,5,-22.449,2
24.0,2,-2.7,2
35.49,1,-15.6156,2
47.983999999999995,2,0.5998,2
186.69,3,87.7443,2
17.456,2,5.8914,2
348.92800000000005,2,34.8928,2
143.96,4,69.1008,2
15.42,1,4.1634,2
43.04,8,21.0896,2
332.94,3,79.9056,2
1363.96,5,85.2475,1
9.96,2,4.5816,2
21.72,4,10.6428,2
20.16,7,9.8784,2
132.79,7,63.7392,2
12.96,2,6.2208,2
21.56,7,10.3488,2
283.92,5,17.745,2
22.23,1,7.3359,2
215.968,2,18.8972,2
355.32,9,99.4896,2
12.96,2,6.2208,2
18.28,2,6.2152,2
43.176,3,4.3176,2
1983.9679999999998,4,247.99599999999998,1
28.4,2,11.075999999999999,2
149.97,3,50.9898,2
11.52,4,3.2256,2
1298.55,5,311.652,1
213.92,4,62.0368,2
25.78,2,2.5780000000000003,2
18.28,2,6.2152,2
1399.93,7,601.9699,1
51.84,8,24.8832,2
5.343999999999999,1,1.8704,2
41.472,8,14.5152,2
3.168,3,-2.4288,2
1228.465,5,0.0,1
31.086,3,-22.7964,2
335.52,4,117.432,2
239.97,3,71.991,2
9.82,2,4.8118,2
67.8,4,4.0680000000000005,2
167.97,3,40.3128,2
35.0,7,16.8,2
37.24,4,10.7996,2
15.28,2,7.4872,2
301.96,2,90.588,2
180.66,3,50.5848,2
191.98,2,51.8346,2
65.99,1,17.1574,2
35.216,2,2.6412,2
23.695999999999998,2,6.5164,2
265.475,1,-111.4995,2
51.184,4,-79.3352,2
9.664,2,3.2616,2
21.072,3,1.5804,2
60.45,3,16.3215,2
11.52,4,3.3408,2
186.048,4,9.3024,2
37.44,4,11.7,2
26.976,4,8.7672,2
11.36,2,3.2944,2
14.62,2,6.8714,2
83.72,7,23.4416,2
287.94,3,77.7438,2
48.896,4,8.5568,2
115.36,7,49.6048,2
5.16,2,1.3416,2
38.88,6,18.6624,2
185.88,6,50.1876,2
44.46,2,14.6718,2
242.94,3,9.7176,2
39.96,2,18.7812,2
102.3,10,26.598000000000003,2
21.36,2,5.7672,2
7.61,1,3.5767,2
7.16,2,3.58,2
7.36,2,0.1472,2
23.1,2,10.626,2
191.472,6,40.6878,2
5.247999999999999,2,0.5904,2
59.184,2,5.1786,2
2.89,1,1.3583,2
51.94,1,21.2954,2
15.936,4,5.1792,2
44.91,6,-35.928000000000004,2
1141.47,5,-760.98,1
280.782,3,-46.797,2
34.44,3,17.22,2
11.36,2,5.2256,2
106.344,7,37.2204,2
192.16,5,67.256,2
322.59,3,64.518,2
29.99,1,13.1956,2
371.97,3,66.9546,2
5.892,4,-4.1244,2
68.472,3,23.1093,2
1242.9,5,262.39,1
30.84,2,8.3268,2
13.48,4,5.9312,2
31.4,5,10.048,2
17.46,2,5.9364,2
13.944,3,4.5318,2
83.76,12,1.6752,2
37.66,7,18.4534,2
34.68,6,16.9932,2
149.95,5,14.995,2
51.312,3,18.6006,2
4.54,1,2.043,2
15.92,4,5.4128,2
543.92,8,135.98,2
155.82,7,42.0714,2
70.008,3,24.5028,2
15.648,2,5.0856,2
103.6,7,51.8,2
46.96,8,22.5408,2
8.904,2,-6.5296,2
10.44,5,3.3930000000000002,2
18.336,4,-32.088,2
323.976,3,20.2485,2
20.04,3,9.6192,2
64.96,2,2.5984,2
12.96,2,6.2208,2
323.13599999999997,4,12.1176,2
90.93,7,2.7279,2
52.776,3,19.791,2
1199.8,4,323.94599999999997,1
1928.78,7,829.3754,1
352.38,2,81.0474,2
22.2,6,9.102,2
46.94,1,19.2454,2
143.73,9,56.0547,2
99.91799999999999,2,-18.5562,2
797.944,4,-56.996,1
8.568,3,-14.5656,2
149.352,3,50.4063,2
12.992,1,-0.812,2
24.56,2,6.8768,2
85.14,3,34.9074,2
21.99,1,10.5552,2
406.6,5,113.848,2
841.568,2,294.5488,1
15.552,3,5.4432,2
252.0,5,53.55,2
46.2,4,12.936,2
28.84,2,9.5172,2
14.592,3,2.5536,2
89.85600000000001,3,21.3408,2
13.872,3,5.0286,2
12.192,3,4.1148,2
45.056000000000004,8,15.2064,2
29.718000000000004,6,-21.7932,2
15.552,3,5.4432,2
447.69599999999997,2,33.5772,2
159.99,1,54.3966,2
12.96,2,6.2208,2
134.48,4,34.9648,2
17.12,2,8.0464,2
6.096,2,2.2098,2
1114.272,4,41.7852,1
32.4,5,15.552,2
540.57,3,140.5482,2
167.76,5,62.91,2
393.165,3,-204.4458,2
516.488,7,-12.9122,2
1007.232,6,75.5424,1
2065.32,12,-619.596,1
15.552,3,5.4432,2
25.344,6,7.92,2
25.471999999999998,4,7.6416,2
27.168000000000003,2,2.7168,2
78.8528,2,-11.595999999999998,2
173.8,5,43.45,2
29.592,1,2.5893,2
4.752,2,-3.168,2
15.552,3,5.6376,2
204.6,2,53.196000000000005,2
321.568,2,28.1372,2
6.24,2,3.0576,2
21.88,2,10.94,2
4.6080000000000005,2,1.6704,2
9.82,2,4.8118,2
35.97,3,9.7119,2
12.96,2,6.2208,2
191.6,4,91.96799999999999,2
8.64,3,4.2336,2
501.81,3,0.0,2
127.104,6,28.5984,2
124.2,3,-31.05,2
18.588,2,-13.6312,2
30.072,3,10.1493,2
160.93,7,3.2186,2
75.792,3,25.5798,2
1.08,2,-0.792,2
3059.982,2,679.9960000000001,0
3.282,2,-2.6256,2
34.02,3,16.6698,2
599.2919999999999,6,93.2232,1
3.392,1,0.8056,2
559.984,2,55.9984,2
603.92,5,75.49,1
7.968,2,2.5896,2
27.968000000000004,4,9.4392,2
336.51,3,44.868,2
1.112,2,-1.8904,2
520.05,5,72.807,2
17.97,3,5.2113,2
1166.92,5,131.2785,1
14.624,2,5.484,2
10.23,3,4.9104,2
154.9,5,69.705,2
2715.93,7,1276.4871,0
617.97,3,173.0316,1
10.67,1,4.9082,2
36.63,3,9.8901,2
24.1,5,9.158,2
33.11,7,12.9129,2
44.02,2,11.4452,2
2309.65,7,762.1845,1
1090.782,7,-290.8752,1
19.44,3,9.3312,2
484.65,3,92.0835,2
115.296,3,40.3536,2
7.08,3,2.478,2
4.401,3,-3.5208,2
44.75,5,20.585,2
95.984,2,5.999,2
151.72,4,27.3096,2
155.25,3,46.575,2
14.03,1,4.0687,2
1618.37,13,356.0414,1
